prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
familie,famillie,famil*ie,fami*lie,famillie,CORRECTLY_READ,0,1,S01C023M2_3+4LG,FP
chocolade,*socolada,chocolade,chocolade,s*ocolada,CORRECTLY_READ,0,1,S01C023M2_3+4LG,FP
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
groei,grooi,groei,groei,grooi,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
strand,st*and,strand,strand,st*and,e/21,1,1,S01C025V2_1LG,TP
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
draai,dr*ei,draai,draai,dre*i,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
sjaal,sc*hel,sja*al,s*jaal,sche*l,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
herfst,her*st,herfst,herfst,her*st,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
clown,klown,clown,clown,klown,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
hoek,hook,hoek,hoek,hook,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
jas,jas,jas,j****as,jas has,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
huis,has huits,h****ui*s,hui*s,huits,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
paard,p*art,paard,paard,pa*rt,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
muts,muts,muts,muts,muts,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
nieuw,neeuw,nieuw,nieuw,neeuw,CORRECTLY_READ,0,1,S01C025V2_1LG,FP
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S01C025V2_1LG,TN
water,water,water,water,water,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
drogen,droegen,dro*gen,dro*gen,droegen,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
moeilijk,moe*lijk,moeilijk,moeilijk,moe*lijk,18,1,1,S01C025V2_2LG,TP
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,35,1,0,S01C025V2_2LG,FN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
regen,rigen,regen,regen,rigen,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
schreeuwen,*s**neeuwen,schreeuwen,schreeuwen,*sn**eeuwen,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
liedje,lietje,liedje,liedje,lietje,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
fietsbel,fiets wel,fiets*bel,fiets*bel,fiets wel,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
meisje,meisje,meisje,meisje****,meisje kof,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
chauffeur,kof chauffeur,****chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
scheuren,scheuren,scheuren,scheuren,scheuren,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
lawaai,law*ai,lawaai,lawaai,lawa*i,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
zwemmen,svimmen,zwemmen,zwemmen,svimmen,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
cola,co**,cola,c***ola,co kola,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
kussen,kolaussen,k***ussen,kussen,**ussen,CORRECTLY_READ,0,1,S01C025V2_2LG,FP
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
vlinder,vlinder,vlinder,vlinder,vlinder,CORRECTLY_READ,0,0,S01C025V2_2LG,TN
omdraaien,omdraaien,omdraaien,omdraaien,omdraaien,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
poppenwagen,poppenweggen,poppenwag*en,poppenwa*gen,poppenweggen,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
konijnenhok,konijnen* ook,konijnenh*o*k,konijnen**hok,konijnen o*ok,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
elastiekje,ellassteekje,el*as*tiekje,e*la*stiekje,ellassteekje,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
teddybeer,tet di bier,ted*dy*beer,ted*dy*beer,tet di bier,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
paddenstoelen,padde* stoelen,padden*stoelen,padde*nstoelen,padde *stoelen,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
verstoppetje,verstopperd ja,verstoppet**je,verstoppe*t*je,verstopperd ja,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
wasmachine,wasmachine,wasmachine,wasmachine,wasmachine,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
fototoestel,fototoestel,fototoestel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
buurmannen,buurmannen,buurmannen,buurmannen,buurmannen,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
olifant,olifanten,olifant**,olifant**,olifanten,e/37,1,0,S01C025V2_3+4LG,FN
schommelen,schommelen,schommelen,schommelen,schommelen,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
iedereen,i*der*in,iedereen,iedereen,i*deri*n,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
schoenenwinkel,scho**on winkel,schoenen*winkel,schoen*enwinkel,schoon **winkel,e/25,1,1,S01C025V2_3+4LG,TP
knutselen,knutsullen,knutsel*en,knutse*len,knutsullen,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
sprookjesboek,sprookjes book,sprookjes*boek,sprookjes*boek,sprookjes book,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
tandenborstel,tan din borstel,tan*den*borstel,tan*den*borstel,tan din borstel,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
lucifer,lucifer,lucifer,lucifer,lucifer,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
slaapkamer,slaapkamer,slaapkamer,slaapkam******e*r***,slaapkamer acteur de,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
achterdeur,acteur de achterdeur,ac**********hterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
ziekenhuis,ziekenheis,ziekenhuis,ziekenhuis,ziekenheis,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
nieuwsgierig,nieuws giervig,nieuws*gier*ig,nieuws*gier*ig,nieuws giervig,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
kabouter,k heb bouter,k**ab**outer,k**a**bouter,k heb bouter,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
washandje,was hankje,was*handje,was*handje,was hankje,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
sneeuwwitje,as antje sne** witje,*s**n**e***euw*witje,*s**n**e***e*uwwitje,as antje sne *w*itje,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
limonade,remonade,limonade,limonade,remonade,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
autorijden,autorei*den,autor*ijden,autor*ijden,autorei*den,CORRECTLY_READ,0,1,S01C025V2_3+4LG,FP
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S01C025V2_3+4LG,TN
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
koe,koel,koe*,koe*,koel,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
groei,g gooi,g*roei,g*roei,g gooi,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
eerst,*erist,eer*st,eer*st,e*rist,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
draai,draai,draai,draai***,draai sa,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
sjaal,sa sjaal,s***jaal,sjaal,sjaal,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
herfst,her*st,herfst,herfst,her*st,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
clown,klown,clown,clown,klown,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
hoek,hook,hoek,hoek,hook,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
hout,hout,hout,hout,hout,35,1,0,S01C032M2_1LG,FN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
gauw,gouw,gauw,gauw,gouw,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
chips,cheps,chips,chips,cheps,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
feest,f*est,feest,feest,fe*st,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
reis,re*s,reis,reis,re*s,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
huis,heus,huis,h*uis,heu*s,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
muts,muts,muts,muts,muts,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
zacht,stacht,z*acht,*zacht,stacht,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
schoen,schoon,schoen,schoen,schoon,CORRECTLY_READ,0,1,S01C032M2_1LG,FP
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S01C032M2_1LG,TN
water,watter,wat*er,wa*ter,watter,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
liedje,*ietsjer,lied*je*,lie*dje*,*ietsjer,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
potlood,potloot,potlood,potlood,potloot,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
fietsbel,fietsbel,fietsbel,fietsbel,fietsbel,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
vinger,finger,vinger,vinger,finger,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
meisje,meisje,meisje,meisje**,meisje s,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
chauffeur,s chauffeur,**chauffeur,chauffeur,chauffeur,g/6,1,0,S01C032M2_2LG,FN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
scheuren,scheur van,scheur**en,scheur**en,scheur van,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
lawaai,enlawaai,**lawaai,**lawaai,enlawaai,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
vuurwerk,vuurwert,vuurwerk,vuurwerk,vuurwert,4,1,1,S01C032M2_2LG,TP
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
cola,kola,cola,cola,kola,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S01C032M2_2LG,TN
vlinder,*wender,vlinder,vlinder,w*ender,CORRECTLY_READ,0,1,S01C032M2_2LG,FP
omdraaien,omdraaien,omdraaien,omdraaien,omdraaien,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
poppenwagen,poppenwagen,poppenwagen,poppenwagen,poppenwagen,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
konijnenhok,konijnenhook,konijnenho*k,konijnenh*ok,konijnenhook,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
elastiekje,en wa steekje,el**a*stiekje,e**la*stiekje,en wa steekje,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
teddybeer,det di weer,ted*dy*beer,ted*dy*beer,det di weer,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
dierentuin,dierentuim,dierentuin,dierentuin,dierentuim,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
paddenstoelen,patte*stoelen,paddenstoelen,paddenstoelen,patte*stoelen,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
verstoppetje,*uh stoppertje,ver*stoppe*tje,ver*stoppe*tje,*uh stoppertje,21/23,1,1,S01C032M2_3+4LG,TP
wasmachine,watmachine,wasmachine,wasmachine,watmachine,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
fototoestel,voor to toestel,fo***to*toestel,f*o**to*toestel,voor to toestel,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
toiletpapier,to*let papier,toilet*papier,toilet*papier,to*let papier,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
vrachtwagen,vrachtweggen,vrachtwag*en,vrachtwa*gen,vrachtweggen,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
buurmannen,buurma*nan,buurmannen,buurmannen,buurman*an,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
vogelkooi,vogelgooi,vogelkooi,vogelkooi,vogelgooi,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
olifant,olie van ons,oli**fan**t*,oli**fa***nt,olie van ons,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
schommelen,scho*melen,schommelen,schommelen,schom*elen,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
schoenenwinkel,scho*nen winkel,schoenen*winkel,schoenen*winkel,scho*nen winkel,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
knutselen,knusselen,knutselen,knutselen,knusselen,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
ophangen,o*hangen,ophangen,ophangen,o*hangen,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
sprookjesboek,sprookjis boek,sprookjes*boek,sprookjes*boek,sprookjis boek,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
tandenborstel,tan den borstel,tan*den*borstel,tan*den*borstel**,tan den borstel m,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
lucifer,m* keefer,lu*ci*fer,lucifer,ke*efer,c/g/13,1,1,S01C032M2_3+4LG,TP
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhui**s,ziekenhuis s,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
nieuwsgierig,s nieuwsgierig,**nieuwsgierig,nieuwsgierig,nieuwsgierig,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
afblijven,of blijven,af*blijven,af*blijven,of blijven,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
kabouter,kab*elter,kabou*ter,kabo*uter,kabel*ter,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
washandje,washandje,washandje,washandje,washandje,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
vakantie,vankantie,va*kantie,va*kantie,vankantie,35,1,1,S01C032M2_3+4LG,TP
limonade,demonada,limonade,limonade,demonada,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
eindelijk,*in**lijk,eindelijk,eindelijk,*in**lijk,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
familie,familie,familie,famili**********e,familie kok ka ne,CORRECTLY_READ,0,0,S01C032M2_3+4LG,TN
chocolade,kok ka ne chocolada,**********chocolade,chocolade,chocolada,CORRECTLY_READ,0,1,S01C032M2_3+4LG,FP
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
groei,grooi,groei,groei,grooi,CORRECTLY_READ,0,1,S01C035V2_1LG,FP
strand,strant,strand,strand,strant,CORRECTLY_READ,0,1,S01C035V2_1LG,FP
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
draai,traai,draai,draai,traai,CORRECTLY_READ,0,1,S01C035V2_1LG,FP
sjaal,slaal,sjaal,sjaal,slaal,CORRECTLY_READ,0,1,S01C035V2_1LG,FP
herfst,hu*if*t,her*fst,h*erfst,hui*f*t,CORRECTLY_READ,0,1,S01C035V2_1LG,FP
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S01C035V2_1LG,TN
clown,klo*on,clow*n,cl*own,kloo*n,CORRECTLY_READ,0,1,S01C035V2_1LG,FP
