prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
muts,muts,muts,muts,muts,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S01C024M2_1LG,TN
water,water,*water,*water,water,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,c,1,0,S01C024M2_2LG,FN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
speelplaats,speerplaats,speelplaats,speelplaats,speerplaats,CORRECTLY_READ,0,1,S01C024M2_2LG,FP
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
stoppen,sto*pen,stoppen,stoppen,stop*en,CORRECTLY_READ,0,1,S01C024M2_2LG,FP
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S01C024M2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
fietsbel,fietsbel,fietsbel,fietsbel,fietsbel,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
dichtbij,dichterbij,dicht**bij,dicht**bij,dichterbij,e/38,1,1,S01C024M2_2LG,TP
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,g/6,1,0,S01C024M2_2LG,FN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
scheuren,scheuren,scheuren,scheuren,scheuren,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
cola,scola,*cola,*cola,scola,g/35,1,0,S01C024M2_2LG,FN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
vlinder,vlinder,vlinder,vlinder,vlinder,CORRECTLY_READ,0,0,S01C024M2_2LG,TN
omdraaien,oom draaien,*o*m*draaien,**om*draaien,oom draaien,5,1,1,S01C024M2_3+4LG,TP
poppenwagen,poppen wagen,poppen*wagen,poppen*wagen,poppen wagen,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
konijnenhok,konijnenhok,konijnenhok,konijnenhok,konijnenhok,29,1,0,S01C024M2_3+4LG,FN
elastiekje,el* statiekje,ela*st**iekje,el***astiekj***e*,el sta*tiekje een,g/1,1,1,S01C024M2_3+4LG,TP
ruziemaken,een ruzie maken,****ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
teddybeer,teddybeer,teddybeer,teddybeer,teddybeer,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
dierentuin,l*erentuin,dierentuin,dierentuin,l*erentuin,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
paddenstoelen,padden stoelen,padden*stoelen,padden*stoelen,padden stoelen,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
verstoppetje,verstoppertje,verstoppe*tje,verstoppe*tje,verstoppertje,29,1,1,S01C024M2_3+4LG,TP
wasmachine,wasmachine,wasmachine,wasmachine,wasmachine,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
fototoestel,foto toestel,foto*toestel,foto*toestel,foto toestel,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
buurmannen,buurma***n,buurmannen,buurmannen,buurman***,e/25,1,1,S01C024M2_3+4LG,TP
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
schommelen,schommel**,schommelen,schommelen,schommel**,e/25,1,1,S01C024M2_3+4LG,TP
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
schoenenwinkel,scho**enwinkel,schoenenwinkel,schoenenwinkel,schoen**winkel,e/25,1,1,S01C024M2_3+4LG,TP
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
tandenborstel,tandenbor*del,tandenborstel,tandenborstel,tandenbord*el,23,1,1,S01C024M2_3+4LG,TP
lucifer,lucifer,lucifer,lucifer,lucifer,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
slaapkamer,slaapkam**,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
achterdeur,********e*r,achterdeur,achterdeur,*z**ek*e*r,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
ziekenhuis,z*ekern*is,ziekenhuis,ziekenhuis,******n**is,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
nieuwsgierig,nieuw sc*herich,nieuw*sgi*erig*,nieuw*s*gieri*g,nieuw sch*erich,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
afblijven,afpl***ein,afblijve*n,afbl*ijven,afplei***n,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
kabouter,kabouter,kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
washandje,wassantje,washandje,washandje,wassantje,CORRECTLY_READ,0,1,S01C024M2_3+4LG,FP
sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
limonade,limonade,limonade,limonade,limonade,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S01C024M2_3+4LG,TN
klas,klas,*klas,*klas,klas,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
koe,ko*,koe,koe,ko*,CORRECTLY_READ,0,1,S01C026M2_1LG,FP
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
sjaal,schaal,sj*aal,s*jaal,schaal,CORRECTLY_READ,0,1,S01C026M2_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
straat,*draad,straat,straat,d*raad,CORRECTLY_READ,0,1,S01C026M2_1LG,FP
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
clown,klauw*,clo*wn,cl*own,klauw*,CORRECTLY_READ,0,1,S01C026M2_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
krant,kromt,krant,krant,kromt,CORRECTLY_READ,0,1,S01C026M2_1LG,FP
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
reis,r*ijs,rei*s,rei*s,r*ijs,CORRECTLY_READ,0,1,S01C026M2_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
paard,******,paard,paard,*****,CORRECTLY_READ,0,1,S01C026M2_1LG,FP
vijf,vijf,vijf,vijf,*vijf,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
muts,muts,muts,muts,muts,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S01C026M2_1LG,TN
water,water,*water,*water,water,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S01C026M2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
fietsbel,fietsbel,fietsbel,fietsbel,fietsbel,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
dichtbij,dichtbij,dichtbij,dichtb*****i*j*,dichtbij meisje,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
chauffeur,meisje chauffeur,*******chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
scheuren,sch*uren,scheuren,scheuren,sch*uren,CORRECTLY_READ,0,1,S01C026M2_2LG,FP
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
vlinder,vlinder,vlinder,vlinder,vlinder,CORRECTLY_READ,0,0,S01C026M2_2LG,TN
omdraaien,omdraaien,*omdraaien,*omdraaien,omdraaien,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
poppenwagen,poppen wagen,poppen*wagen,poppen*wagen,poppen wagen,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
konijnenhok,konijnen hok,konijnen*hok,konijnen*hok,konijnen hok,c,1,1,S01C026M2_3+4LG,TP
elastiekje,elastiekje,elastiekje,elastiekje,elastiekje,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
teddybeer,terriebeer,teddy*beer,tedd*ybeer,terriebeer,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
paddenstoelen,paddensto*len,paddenstoelen,paddenstoelen,paddensto*len,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
verstoppetje,verstoppertje,verstoppe*tje,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
wasmachine,wasmachine,wasmachine,wasmachine,wasmachine,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
fototoestel,fototoestel,fototoestel,fototoeste*****l********,fototoestel toiletpapier,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
vrachtwagen,toiletpapier vrachtwagen,*************vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
buurmannen,buurmannen,buurmannen,buurmannen,buurmannen,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
schommelen,schommelen,schommelen,schommelen,schommelen,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
schoenenwinkel,scho*ne* winkel,schoenen*winkel,schoene*nwinkel,scho*ne *winkel,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
tandenborstel,tanden borstel,tanden*borstel,tanden*borst********e**l*,tanden borstel lucifer lu,c,1,1,S01C026M2_3+4LG,TP
lucifer,lucifer,lucifer,lucifer,lucifer,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
slaapkamer,lu lucifer slaapkamer,***********slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig**********,nieuwsgierig afblijven,c,1,0,S01C026M2_3+4LG,FN
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
kabouter,afblijven kabouter,**********kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
washandje,washandje,washandje,washandje,washandje,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
sneeuwwitje,sneeuwwietje,sneeuwwi*tje,sneeuwwi*tje,sneeuwwietje,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
limonade,limonade,limonade,limonade,limonade,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
eindelijk,e*ndelijk,eindelijk,eindelijk,e*ndelijk,CORRECTLY_READ,0,1,S01C026M2_3+4LG,FP
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S01C026M2_3+4LG,TN
klas,klas,*klas,*klas,klas,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
sjaal,sjaal,sjaal,sjaal,sjaal,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
herfst,he*f*t,herfst,herfst,he*f*t,g/21/23,1,1,S01C027V2_1LG,TP
duur,deur,duur,duur,deur,CORRECTLY_READ,0,1,S01C027V2_1LG,FP
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
clown,klo*on,clow*n,cl*own,kloo*n,CORRECTLY_READ,0,1,S01C027V2_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
feest,v*est,feest,feest,ve*st,CORRECTLY_READ,0,1,S01C027V2_1LG,FP
reis,gr*ijs,*rei*s,*rei*s,gr*ijs,CORRECTLY_READ,0,1,S01C027V2_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
muts,muts,muts,muts,muts,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
oog,oor,oog,oog,oor,CORRECTLY_READ,0,1,S01C027V2_1LG,FP
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S01C027V2_1LG,TN
water,water,*water,*water,water,CORRECTLY_READ,0,0,S01C027V2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S01C027V2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S01C027V2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S01C027V2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S01C027V2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S01C027V2_2LG,TN
